group,count,mae,rmse,mean_error
"(27.0, 30.0]",584,0.7254396144665833,0.9498775970989143,-0.19008142889264384
"(20.0, 24.0]",1083,0.7663710055205903,1.0028903613355276,0.009636830236554404
"(36.0, 50.0]",49,0.7829772837706535,1.083204323983823,0.15362005992873362
"(24.0, 27.0]",826,0.7883861698901043,1.040428864384019,-0.11086874347739889
"(30.0, 33.0]",394,0.8089171821551259,1.1015858421273506,0.14769068952761866
"(33.0, 36.0]",181,0.8604863423102388,1.1701891432140985,0.3157713211435558
"(14.999, 20.0]",458,0.8938911971398321,1.2272330859481444,0.1271587872644099
